"label","text","text_clean","text_token","label_num"
"sadness","dalam kesendirian tetap memaksaku untuk berjalan, tanpa henti dan takkan kembali, karena esok bukanlah hari ini, dan masa lalu akan berganti menjadi masa depan...#dududududu [URL]","dalam kesendirian tetap memaksaku untuk berjalan tanpa henti dan takkan kembali karena esok bukanlah hari ini dan masa lalu akan berganti menjadi masa depan","paksa  jalan  henti  esok  ganti",2
"sadness","Hidup di jaman Naow ini kalau hanya pengen di panggil Ustadz aja Gampang. Berpakaian Muslim pakai kopyah Putih apalagi bersorban dg Rapih berani bicara dg sedikit menghafal ayat terjemahan sdh di Anggap penceramah dan du sebut ustadz Nggak perlu mondok bertahun2","hidup di jaman naow ini kalau hanya pengin di panggil ustadz saja gampang berpakaian muslim pakai kopyah putih apalagi bersorban dengan rapi berani bicara dengan sedikit menghafal ayat terjemahan sudah di anggap penceramah dan du sebut ustadz enggak perlu mondok bertahun","hidup  jam  naow  pengin  panggil  ustadz  gampang  pakai  muslim  pakai  kopyah  putih  bersorban  rapi  berani  bicara  hafal  ayat  terjemah  anggap  ceramah  du  ustadz  mondok  tahun",2
"sadness","Sudah dua hari ini makan tak enak, tidur pun tak nyenyak. Kegelisahan ini gue tuliskan. Alhamdulillah [USERNAME] mau menampung keresahan umat. Aksi Bela Via Vallen dan Pesan Seorang Jakmania Kepada Abang Simic [URL]","sudah dua hari ini makan tak enak tidur pun tak nyenyak kegelisahan ini gue tuliskan alhamdulillah mau menampung keresahan umat aksi bela via vallen dan pesan seorang jakmania kepada abang simic","makan  tidur  nyenyak  gelisah  gue  tulis  alhamdulillah  tampung  resah  umat  aksi  bela  via  vallen  pesan  jakmania  abang  simic",2
"sadness","Ingat saat kalian bergabung dengan Twitter? Saya ingat! dari smp entahlah sampai sekarang. dari yg pertama rame sekali twitter sampai hampa gt. tl sepe bgt hufth..kek hati saya gt. *eaaaaa hahahaha #HariJadiTwitterSaya [URL]","ingat saat kalian bergabung dengan twitter tandatanya saya ingat tandaseru dari sampai entahlah sampai sekarang dari yang pertama rame sekali twitter sampai hampa begitu tl sepe banget hufth kayak hati saya begitu eaaaaa hahahaha","gabung  twitter  tandatanya  tandaseru  rame  sekal  twitter  hampa  tl  pe  banget  hufth  kayak  hati  eaaaaa  hahahaha",2
"happy","[USERNAME] Selamat Siang Sahabat Pos. Mohon maaf baru dibalas. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL]","selamat siang sahabat pos mohon maaf baru dibalas kiriman tersebut sudah diterima ya sahabat terima kasih telah mempercayakan dan menggunakan layanan kami smiley ^fd","selamat  siang  sahabat  pos  maaf  balas  kirim  terima  sahabat  terima  kasih  percaya  layan  smiley  fd",3
"happy","[USERNAME] Selamat Siang Sahabat Pos. Mohon maaf baru dibalas. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD","selamat siang sahabat pos mohon maaf baru dibalas kiriman tersebut sudah diterima ya sahabat terima kasih telah mempercayakan dan menggunakan layanan kami smiley ^fd","selamat  siang  sahabat  pos  maaf  balas  kirim  terima  sahabat  terima  kasih  percaya  layan  smiley  fd",3
"anger","saya kecewa ......atau kita dipaksa golput .....presiden RI kok takut sm FPI...@DivHumas_Polri [USERNAME] [USERNAME] [USERNAME] [USERNAME]","saya kecewa atau kita dipaksa golput presiden ri kok takut sama fpi","kecewa  paksa  golput  presiden  takut  fpi",0
"anger","Pemimpin mendidik RT jd tukang minta2x alias ngemis ya pak ..  Kalau minta ke warganya sendiri nggak apa2x krn warga memang punya tukang sampah gitu lho pa KEWAJIBAN, uang dikumpulkan warga utk bayar THR petugas keamanan","pemimpin mendidik rt jadi tukang mintax alias ngemis ya pak kalau meminta ke warganya sendiri enggak apax karena warga memang punya tukang sampah begitu lho apa kewajiban uang dikumpulkan warga untuk bayar thr petugas keamanan","pemimpin  didik  rt  tukang  mintax  alias  ngemis  warga  apax  warga  tukang  sampah  lho  wajib  uang  kumpul  warga  bayar  thr  tugas  aman",0
"sadness","Sayangnya aku cuma manusia biasa yang tidak bisa menolak datangnya cinta, hanya bisa memendam tanpa mengutarakan, dan memperhatikan dari jauh","sayangnya aku cuma manusia biasa yang tidak bisa menolak datangnya cinta hanya bisa memendam tanpa mengutarakan dan memperhatikan dari jauh","sayang  manusia  tolak  cinta  pendam  utara  hati",2
"happy","Ngimpiin Dira sama almarhum bapaknya. Kita ngobrol bareng, ketawa-tawa bertiga sambil minum susu jahe di sebuah angkringan. Senengnya terasa sampe sekarang. Damai banget.","ngimpiin dira sama almarhum bapaknya kita mengobrol bareng ketawa tawa bertiga sambil minum susu jahe di sebuah angkringan senengnya terasa sampai sekarang damai banget","ngimpiin  dira  almarhum  obrol  bareng  tawa  tawa  minum  susu  jahe  buah  angkringan  neng  damai  banget",3
"sadness","[USERNAME] Dan dibilang ""kok gendutan?"" Dan ditanya ""kapan nyusul mas/mba ini nikah?"" Dan ditodong ""mana angpaonya?"" Dan dimaki ""umur udah ga kecil lagi, masih aja sendiri"" Asem emang :'(","dan dibilang kok gendutan tandatanya dan ditanya kapan menyusul mas mbak ini nikah tandatanya dan ditodong mana angpaonya tandatanya dan dimaki umur sudah enggak kecil lagi masih saja sendiri asem memang crying","bilang  gendut  tandatanya  susul  mas  mbak  nikah  tandatanya  todong  angpaonya  tandatanya  maki  umur  asem  crying",2
"anger","Ujung2nya duit maning, duit maning, emang ada tuu duitnya? Buat bayar THR aja daerah yg disuruh bayar pake APBD nya.. haiyaaah... [URL]","ujungnya duit maning duit maning memang ada tuh duitnya tandatanya buat bayar thr saja daerah yang disuruh bayar pakai apbd nya haiyaaah","ujung  duit  maning  duit  maning  tuh  duit  tandatanya  bayar  thr  daerah  suruh  bayar  pakai  apbd  haiyaaah",0
"anger","Mereka yg jari-jarinya jago bgt itu gatau kali ya betapa menyiksanya berjam-jam tiap minggu di ruang konsultasi nyeritain hal-hal yg paling bikin kami ketakutan bahkan cuma buat nginjek kaki keluar rumah.","mereka yang jari jarinya jago banget itu enggak tau kali ya betapa menyiksanya berjam jam tiap minggu di ruang konsultasi nyeritain hal hal yang paling bikin kami ketakutan bahkan cuma buat menginjak kaki keluar rumah","jari  jari  jago  banget  tau  betapa  siksa  jam  jam  minggu  ruang  konsultasi  nyeritain  bikin  takut  injak  kaki  rumah",0
"sadness","Muridku dulu di sanggar tahfiz quran, masi keciiiil sekali, ngomong belum terang (belum jelas dia mau bilang apa), tapi waktu Aku simak surah-surah di juz 29, ehh lancarr kek air keran Malu sama diri sndiri","muridku dulu di sanggar tahfiz quran masih keciiiil sekali mengomong belum terang belum jelas dia mau bilang apa tapi waktu aku simak surah surah di juz eh lancarr kayak air keran malu sama diri sendiri","murid  sanggar  tahfiz  quran  keciiiil  sekal  omong  terang  bilang  waktu  simak  surah  surah  juz  eh  lancarr  kayak  air  keran  malu",2
"sadness","Dek, kirimin foto Adek yang berdua sama Abang. Mau Umi post ke story WA *ngirim* Beberapa saat kemudian, *klik story WA Umi* Lhaaah muka-ku dicrop","dek mengirimi foto adek yang berdua sama abang mau umi post ke story wa mengirim beberapa saat kemudian klik story wa umi lhaaah muka ku dicrop","dek  kirim  foto  adek  abang  umi  post  story  wa  kirim  klik  story  wa  umi  lhaaah  muka  ku  dicrop",2
"sadness","[USERNAME] pak presiden jalan dikampung kami juga tolong diperhatikan ...dusun Rumah Mbacang kec kutalimbaru kab deliserdang [URL]","pak presiden jalan dikampung kami juga tolong diperhatikan dusun rumah mbacang kec kutalimbaru kab deliserdang","presiden  jalan  kampung  tolong  hati  dusun  rumah  mbacang  kutalimbaru  kab  deliserdang",2
"anger","Cieee yang uda sering dapat DM begituan ciee Makanya bisa bilang gitu ke mba via vallen. Ciee iri karena gadapat DM dari pemain bola buat dilecehin [URL]","cie yang sudah sering dapat dm begituan cie makanya bisa bilang begitu ke mbak via vallen cie iri karena gadapat dm dari pemain bola buat dilecehin","cie  dm  cie  bilang  mbak  via  vallen  cie  iri  gadapat  dm  main  bola  dilecehin",0
"sadness","Ada kawan mengeluh disuruh lanjut S2 sama bapaknya, biaya udah disiapkan, tapi dia nggak mau. Kutanya: bapakmu nggak mau ngangkat anak lagi untuk di-S2-kan? Si kawan tadi cuma nyengir.","ada kawan mengeluh disuruh lanjut sih sama bapaknya biaya sudah disiapkan tapi dia enggak mau kutanya bapakmu enggak mau ngangkat anak lagi untuk di sih kan tandatanya sih kawan tadi cuma menyengir","kawan  keluh  suruh  biaya  kuta  ngangkat  anak  tandatanya  kawan  sengir",2
"sadness","Yah kalo mau ""ke jalan lebih baik"" apa gak bagusan di kasi aja alat musik itu ke kawan kawan yang berbeda ""servernya"", kalo gak mau temen temen yang sama ""servernya"" terjerumus ke hal yang kau maksud tidak baik itu. Jangan di hancurkan lah..","ya kalo mau ke jalan lebih baik apa enggak bagusan di kasih saja alat musik itu ke kawan kawan yang berbeda servernya kalo enggak mau teman teman yang sama servernya terjerumus ke hal yang kau maksud tidak baik itu jangan di hancurkan lah","kalo  jalan  bagus  kasih  alat  musik  kawan  kawan  beda  servernya  kalo  teman  teman  servernya  jerumus  kau  hancur",2
"fear","Tapi lebi goblo lagi pas Egi meninggal, pas masuk kelas mau pamit tementemen taunya yang gaada Mbak Sisil, uda pada syok keknya, ku yang mimbik-mimbik tapi pengen ngekek juga, ini aku yang goblo si","tapi lebi goblo lagi pas egi meninggal pas masuk kelas mau pamit tementemen taunya yang enggak ada mbak sisil sudah pada syok kayaknya ku yang mimbik mimbik tapi pengin mengekek juga ini aku yang goblo sih","lebi  goblo  pas  egi  tinggal  pas  kelas  pamit  tementemen  tau  mbak  sisil  syok  kayak  ku  mimbik  mimbik  pengin  kekek  goblo",1
"happy","Liat show terakhir stun deh, lincah bet... Curiga pas bayi ga dibedong tuh opa Mick RT [USERNAME]: [USERNAME] sex nya itu Den yg bikin muda terus","lihat show terakhir stun deh lincah banget curiga pas bayi enggak dibedong tuh opa mick rt sex nya itu den yang bikin muda terus","show  stun  deh  lincah  banget  curiga  pas  bayi  dibedong  tuh  opa  mick  rt  den  bikin  muda",3
"sadness","Ya allah bangun tidur, bau ada yg masak, taunya temen w bule yang masak. Cupu banget kalo mokel gara2 gini doang. Udah ditawarin sih tadi ama si bule. Hmmmm","ya allah bangun tidur bau ada yang masak taunya teman gue bule yang masak cupu banget kalo mokel gara begini doang sudah ditawarin sih tadi sama sih bule hmmmm","allah  bangun  tidur  bau  masak  tau  teman  gue  bule  masak  cupu  banget  kalo  mokel  gara  doang  ditawarin  bule  hmmmm",2
"love","sebucin itukah aku? itu karena aku tulus sayang sm kamu maaf ini emg fakeworld, tp soal perasaan it's a real. sayang ya sayang, seneng ya seneng, sedih ya sedih. coba gimana caranya main di fakewolrd ini, tanpa pake perasaan yg real","sebucin itukah aku tandatanya itu karena aku tulus sayang sama kamu maaf ini memang fakeworld tapi soal perasaan itu sih a real sayang ya sayang senang ya senang sedih ya sedih coba bagaimana caranya main di fakewolrd ini tanpa pakai perasaan yang real","sebucin  tandatanya  tulus  sayang  maaf  fakeworld  asa  real  sayang  sayang  senang  senang  sedih  sedih  coba  main  fakewolrd  pakai  asa  real",4
"sadness","Wah kalo gt anda udh menormalisasi bentuk pelecehan terhadap diri anda sendiri dong ya, bisa micu bentuk pelecehan yg lebih besar tu mba. Anda secara ga sadar udh mendukung para pelaku pelecehan di luar sana. Selamat ya","wah kalo begitu anda sudah menormalisasi bentuk pelecehan terhadap diri anda sendiri dong ya bisa micu bentuk pelecehan yang lebih besar itu mbak anda secara enggak sadar sudah mendukung para pelaku pelecehan di luar sana selamat ya","kalo  normalisasi  bentuk  leceh  micu  bentuk  leceh  mbak  sadar  dukung  leceh  selamat",2
"happy","Done.. lukisan teakhir dah slese kemaren & sudah di bungkus di bawa pulang.. Smoga berkenan.. like this ","done lukisan teakhir deh slese kemarin sudah di bungkus di bawa pulang semoga berkenan like this","done  lukis  teakhir  deh  slese  kemarin  bungkus  bawa  pulang  moga  kenan  like  this",3
"fear","[USERNAME] Bukan gamau. Tapi gimana ya. Kalo dirumah aja malem malem takut sendirian. Kalo udah punya anak si mending ga sepi bgt tapi kalo ini sendirian terus tbtb ada kecoa gimana gitu kan ya:')","bukan enggak mau tapi bagaimana ya kalo dirumah saja malam malam takut sendirian kalo sudah punya anak sih mending enggak sepi banget tapi kalo ini sendirian terus tbtb ada kecoa bagaimana begitu kan ya tears of happiness","kalo  rumah  malam  malam  takut  kalo  anak  mending  sepi  banget  kalo  tbtb  kecoa  tears  of  happiness",1
"happy","Baiklah sembari menikmati hidangan yang sudah diberikan selanjutnya ada performance dari oppa2 ganteng nih ayo beri tepuk tangannya yang meriah","baiklah sembari menikmati hidangan yang sudah diberikan selanjutnya ada performance dari oppa ganteng nih ayo beri tepuk tangannya yang meriah","sembari  nikmat  hidang  berik  performance  oppa  ganteng  nih  ayo  tepuk  tang  riah",3
"sadness","Gini toh rasanya jadi wali kelas, untungnya rumah deket ke sekolah pas dicariin wali murid pada dateng ke rumah Kasihannya yg wali kelas udah rumah jauh jarang ke sekolah akhirnya di grup kena imbas","begini toh rasanya jadi wali kelas untungnya rumah dekat ke sekolah pas dicariin wali murid pada datang ke rumah kasihannya yang wali kelas sudah rumah jauh jarang ke sekolah akhirnya di grup kena imbas","wali  kelas  untung  rumah  sekolah  pas  dicariin  wali  murid  rumah  kasihan  wali  kelas  rumah  jarang  sekolah  grup  imbas",2
"sadness","[USERNAME] Mengajari doi matematika dan fisika. Kimia juga. Lalu menyemangati doi ketika uh. Bahkan ketika bersama pacar rl nya. Bertemu dengan doi yang cuman satu setengah jam. HMMMMMMM. Masa lalu.","mengajari doi matematika dan fisika kimia juga lalu menyemangati doi ketika uh bahkan ketika bersama pacar rl nya bertemu dengan doi yang cuman satu setengah jam hmmmmmmm masa lalu","ajar  doi  matematika  fisika  kimia  semangat  doi  uh  pacar  rl  bertemu  doi  cuman  tengah  jam  hmmmmmmm",2
"love","Dengan bumbu kasih sayang Aku masak menu favorit mu ""Semur Lidah Sapi Badranaya"" Siap untuk dihidangkan Untukmu duhai pujaan hati ","dengan bumbu kasih sayang aku masak menu favorit mu semur lidah sapi badranaya siap untuk dihidangkan untukmu duhai pujaan hati","bumbu  kasih  sayang  masak  menu  favorit  mu  semur  lidah  sapi  badranaya  hidang  duhai  puja  hati",4
"anger","[USERNAME] tolong dijelaskan maksud dari "" Hal ini dibuktikan dengan penggunaan resi pada transaksi Anda yang telah digunakan pada transaksi lain (transaksi Anda dengan supplier Anda). "" saya rasa tidak mungkin ada double resi...","tolong dijelaskan maksud dari hal ini dibuktikan dengan penggunaan resi pada transaksi anda yang telah digunakan pada transaksi lain transaksi anda dengan supplier anda saya rasa tidak mungkin ada double resi","tolong  bukti  resi  transaksi  transaksi  transaksi  supplier  double  resi",0
"anger","[USERNAME] ini air di kemanggisan mati dari sore?? Gak ada info apa2 udh lapor katanya dr sistem gak ada gangguan tapi air mati. Ah serasa hidup di alam gaib.","ini air di kemanggisan mati dari sore tandatanya enggak ada info apa sudah lapor katanya dari sistem enggak ada gangguan tapi air mati ah serasa hidup di alam gaib","air  manggis  mati  sore  tandatanya  info  lapor  sistem  ganggu  air  mati  ah  hidup  alam  gaib",0
"love","makasih ya buat semangat dan do'anya :-) peluk cium {} :","terima kasih ya buat semangat dan di anya smiley peluk cium","terima  kasih  semangat  smiley  peluk  cium",4
"fear","Ya gimana. Diajak jalan aja gatau kenapa suka ada rasa takut. Seringnya nolak. Mungkin itu yang membuatku ga pernah bertahan lama hubungannya :/ ga pernah nyampe sebulan. Eee e e kalo di imvu sih paling lama berapa yak. Ya sama agun itu 3 bulan sama 2 bulan. Hmmm.","ya bagaimana diajak jalan saja enggak tau kenapa suka ada rasa takut seringnya nolak mungkin itu yang membuatku enggak pernah bertahan lama hubungannya skeptical enggak pernah sampai sebulan eee e e kalo di imvu sih paling lama berapa ya ya sama agun itu bulan sama bulan hmmm","ajak  jalan  tau  suka  takut  nolak  tahan  hubung  skeptical  eee  kalo  imvu  agun  hmmm",1
"love","Senandung rindu tercurahkan bagimu Ya sayyidi Ya Rasullullah. Segenggam cinta terungkapkan Bagimu Ya sayyidi Ya Rasullullah. Segala rasa yang ada ini tidak lain adalah rasa bersyukurku atas keagungan & kemuliaanmu Ya sayyidi Ya Rasullullah, sehingga menjadikanku sebagai umatmu","senandung rindu tercurahkan bagimu ya sayyidi ya rasullullah segenggam cinta terungkapkan bagimu ya sayyidi ya rasullullah segala rasa yang ada ini tidak lain adalah rasa bersyukurku atas keagungan kemuliaanmu ya sayyidi ya rasullullah sehingga menjadikanku sebagai umatmu","senandung  rindu  curah  sayyidi  rasullullah  genggam  cinta  sayyidi  rasullullah  syukur  agung  mulia  sayyidi  rasullullah  umat",4
"love","Dalam cinta, ketika ada yang berbeda, jangan mencari siapa yang salah, karena kamu dan dia adalah tim yang sama dengan tujuan yang sama. #FRN","dalam cinta ketika ada yang berbeda jangan mencari siapa yang salah karena kamu dan dia adalah tim yang sama dengan tujuan yang sama","cinta  beda  cari  salah  tim",4
"fear","saya dok, enggan menikah karena lebih mengutamakan karir dan pendidikan, terlalu takut dengan namanya rumah tangga takut broken lagi","saya dok enggan menikah karena lebih mengutamakan karir dan pendidikan terlalu takut dengan namanya rumah tangga takut broken lagi","dok  enggan  meni  utama  karir  didik  takut  nama  rumah  tangga  takut  broken",1
"anger","Itu teman yang sok ngga liatin temennya ketika bertemu, hati2 saja suatu hari nanti yakin deh kalo loe nengok kembali ngga bakalan ada yg liatin. Haha. Lucu melihat hal itu. Miris dan kasian","itu teman yang sok enggak memperlihatkan temannya ketika bertemu hati saja suatu hari nanti yakin deh kalo lo menengok kembali enggak bakalan ada yang memperlihatkan haha lucu melihat hal itu miris dan kasihan","teman  sok  teman  bertemu  hati  deh  kalo  lo  tengok  haha  lucu  miris  kasihan",0
"love","Sama aja ketika kita sayang samaa org, kita bakal ensenang jalaninnya ketika sama org yang kita sayang. Bocil 2 tahun ternyata sama si kibo juga mau 2 taun ya.","sama saja ketika kita sayang sama orang kita bakal ensenang jalaninnya ketika sama orang yang kita sayang bocil tahun ternyata sama sih kibo juga mau tahun ya","sayang  ensenang  jalaninnya  sayang  bocil  tahun  kibo  tahun",4
"fear","Lisa, semoga aja kamu ga denger berita ini ya, kalopun mendengar udah cukup kamu tau aja dan jangan sampai kamu ketemu yanglek, bahkan ngeliat sedikit pun jangan. Itu bakalan serem banget.","lisa semoga saja kamu enggak dengar berita ini ya kalopun mendengar sudah cukup kamu tau saja dan jangan sampai kamu ketemu yanglek bahkan melihat sedikit pun jangan itu bakalan seram banget","lisa  moga  dengar  berita  kalo  dengar  tau  ketemu  yanglek  seram  banget",1
"sadness","Kemarin lihat puisinya Adimas Imanuel yang judulnya Love Is Never Far From You, makdrandang ingat beberapa bulan sebelum #tumblr diblok, pernah bikin tulisan judulnya Cinta Itu Tak Pernah Terlalu Jauh. [URL]","kemarin lihat puisinya adimas imanuel yang judulnya love is never far from you makdrandang ingat beberapa bulan sebelum diblok pernah bikin tulisan judulnya cinta itu tak pernah terlalu jauh","kemarin  puisi  adimas  imanuel  judul  love  is  never  far  from  you  makdrandang  blok  bikin  tulis  judul  cinta",2
"love","yaa pokoknya aku sayang sama kamu serius gabohong. i love youu xeno","ya pokoknya aku sayang sama kamu serius gabohong i love youu xeno","pokok  sayang  serius  gabohong  love  youu  xeno",4
"happy","Di Minahasa, Tugu ajaran 5 agama di Bukit Kasih Kanonang menjadi simbol indahnya perbedaan keyakinan, namun ttp rukun &amp","di minahasa tugu ajaran agama di bukit kasih kanonang menjadi simbol indahnya perbedaan keyakinan namun tetap rukun amp","minahasa  tugu  ajar  agama  bukit  kasih  kanonang  simbol  indah  beda  rukun  amp",3
"anger","Aduh pemotor jgn suka ngerumpi di atas fly over daan mogot dong, macet tauk [USERNAME] [USERNAME] [USERNAME] [USERNAME]","aduh pemotor jangan suka ngerumpi di atas fly over daan mogot dong macet tauk","aduh  motor  suka  ngerumpi  fly  over  da  mogot  macet  tauk",0
"sadness","Dikarenakan ada beberapa yang ngaret datenganya dan takutnya waktu buat nongkrong jadi ""kurang"". Ngarti sih niat nya pengen ngobrol lama setelah sekian lama gak ketemu. Ya cuma kasihan sama panitia nya dong","dikarenakan ada beberapa yang ngaret datenganya dan takutnya waktu buat nongkrong jadi kurang ngarti sih niat nya pengin mengobrol lama setelah sekian lama enggak ketemu ya cuma kasihan sama panitia nya dong","ngaret  datenganya  takut  waktu  nongkrong  ngarti  niat  pengin  obrol  kian  ketemu  kasihan  panitia",2
"fear","Kepastian libur krn ikut tanggalan Bank Indonesia. Jd kalo BI libur, yaa ikut libur. Kalo dipaksain masuk nanti bingung sendiri kerjanya gimana","kepastian libur karena ikut tanggalan bank indonesia jadi kalo bi libur ya ikut libur kalo dipaksain masuk nanti bingung sendiri kerjanya bagaimana","libur  tanggal  bank  indonesia  kalo  bi  libur  libur  kalo  dipaksain  bingung",1
"happy","Tanpa keberpihakan politik tertentu, saya salut dengan beliau dan semoga jejaknya diikuti oleh yang senada kegiatannya dengan beliau. Dunia politik biar dijalankan oleh politisi. Harus ada yang ""jaga gawang"" masing-masing.","tanpa keberpihakan politik tertentu saya salut dengan beliau dan semoga jejaknya diikuti oleh yang senada kegiatannya dengan beliau dunia politik biar dijalankan oleh politisi harus ada yang jaga gawang masing masing","politik  salut  beliau  moga  jejak  nada  giat  beliau  dunia  politik  biar  jalan  politis  jaga  gawang",3
"love","selamaaaat paaaagi menjelang siang sayang kuuu semangat hari ini jaga kesehatan aku sayang kamuI love u bby [USERNAME]","selamaaaat paaaagi menjelang siang sayang kuuu semangat hari ini jaga kesehatan aku sayang kamui love untuk bby","selamaaaat  paaaagi  jelang  siang  sayang  kuuu  semangat  jaga  sehat  sayang  love  bby",4
"sadness","Anehnya dimulut sama sekali gak kepedesan. Tapi abis itu langsung sakit perut. Semaleman bener2 sakit perutnya. Hari ini udah bolak balik ke toilet. Biasanya makan pedes kayak gimana juga gak sampe segininya. Apa yang salah???","anehnya dimulut sama sekali enggak kepedesan tapi habis itu langsung sakit perut semaleman benar sakit perutnya hari ini sudah bolak balik ke toilet biasanya makan pedas kayak bagaimana juga enggak sampai segininya apa yang salah tandatanya","aneh  mulut  sekal  kepedesan  habis  sakit  perut  maleman  sakit  perut  bolak  toilet  makan  pedas  kayak  gin  salah  tandatanya",2
"happy","Kamu punya baju atau outfit favorit? Yang paling sering di pakai, padahal masih banyak baju yang lain. Sampe kalo kotor dikit langsung cuci , keringin, pake lagi","kamu punya baju atau outfit favorit tandatanya yang paling sering di pakai padahal masih banyak baju yang lain sampai kalo kotor dikit langsung cuci keringin pakai lagi","baju  outfit  favorit  tandatanya  pakai  baju  kalo  kotor  dikit  cuci  ringin  pakai",3
"love","Karena bagiku, mencintai bukan hanya dengan memberikan ungkapan cinta, tapi bagaimana cara kita saling membuat tersenyum, nyaman dan bahagia. Dengan menerima perbedaan sifat yang kita miliki.","karena bagiku mencintai bukan hanya dengan memberikan ungkapan cinta tapi bagaimana cara kita saling membuat tersenyum nyaman dan bahagia dengan menerima perbedaan sifat yang kita miliki","cinta  berik  cinta  senyum  nyaman  bahagia  terima  beda  sifat  milik",4
"sadness","Mencoba bikin pudding Percobaan 1, salah bikin ternyata yg kubikin jadinya jelly nutrijell Percobaan 2, kubikin berlapis sama jelly ternyata rasanya plain Percobaan 3, bikin berlapis lagi ternyata nyampur karna belum keras. Apa salah dan dosaku sayang :(","mencoba bikin pudding percobaan salah bikin ternyata yang kubikin jadinya jelly nutrijell percobaan kubikin berlapis sama jelly ternyata rasanya plain percobaan bikin berlapis lagi ternyata nyampur karena belum keras apa salah dan dosaku sayang frown","coba  bikin  pudding  coba  salah  bikin  kubikin  jelly  nutrijell  coba  kubikin  lapis  jelly  plain  coba  bikin  lapis  nyampur  keras  salah  dosa  sayang  frown",2
"anger","[USERNAME] Pelanggan Setia, tagihan Anda bulan MAY Rp 17.751. Lakukan pembayaran sblm jatuh tempo tgl 18-06-2018. Abaikan jika sdh bayar. CS Twitter: [USERNAME] Ini tagihan apa??? [SENSITIVE-NO]","pelanggan setia tagihan anda bulan mau rp lakukan pembayaran sebelum jatuh tempo tanggal surprise abaikan jika sudah bayar cs twitter ini tagihan apa tandatanya sensitive no","langgan  setia  tagih  rp  bayar  jatuh  tempo  tanggal  surprise  aba  bayar  cs  twitter  tagih  tandatanya  sensitive  no",0
"happy","All We Know of Heaven, All We Need of Hell - PVRIS (2017) Gue ngikutin PVRIS dari awal, gue rasa album yg skrg lagu2nya lebih mature, sangar, dark, tp fragile. Konsep keseluruhan album + mv + dll nya keren parah. W suka lagu Mercy, Anyone Else, sama Winter [URL]","all we know of heaven all we need of hell pvris gue mengikuti pvris dari awal gue rasa album yang sekarang lagunya lebih mature sangar dark tapi fragile konsep keseluruhan album + mv + dll nya keren parah gue suka lagu mercy anyone else sama winter","all  we  know  of  heaven  all  we  need  of  hell  pvris  gue  pvris  gue  album  lagu  mature  sangar  dark  fragile  konsep  album  mv  dll  keren  parah  gue  suka  lagu  mercy  anyone  else  winter",3
"sadness","Ya nggak salah sih itu akun RP kasih saran agar doa cepet terkabul. Cuma ya lebih kasian lagi sama yang udah nyoba sarannya tapi ternyata malah ga terkabul2 doanya..","ya enggak salah sih itu akun rp kasih saran agar doa cepat terkabul cuma ya lebih kasihan lagi sama yang sudah mencoba sarannya tapi ternyata malah enggak terkabul doanya","salah  akun  rp  kasih  saran  doa  cepat  kabul  kasihan  coba  saran  kabul  doa",2
"sadness","Sayaa sadar saya ini siapa, km siapa Dan takkan mungkin mjd kita Kangen, iya Jarang ketemu, iya Kadang curigaan, iya Krn aku  km Mimpi yg wkt itu mungkin biar kangen ku akan km terobati Nyatanya malah menjadi Arhhhh... Allah Maha Tau","saya sadar saya ini siapa kamu siapa dan takkan mungkin mjd kita kangen iya jarang ketemu iya kadang curigaan iya karena aku kamu mimpi yang waktu itu mungkin biar kangen ku akan kamu terobati nyatanya malah menjadi arhhhh allah maha tau","sadar  mjd  kangen  iya  jarang  ketemu  iya  kadang  curiga  iya  mimpi  waktu  biar  kangen  ku  obat  arhhhh  allah  maha  tau",2
"happy","Dg menggunakn sistem demokrasi bgtulah jlnnya, tp yakin Pemerintah sll berupaya mjd lbh baik dn lbh baikk teruss utk ksejahteraan bersama [URL]","dengan menggunakn sistem demokrasi bgtulah jlnnya tapi yakin pemerintah selalu berupaya mjd lebih baik dan lebih baik terus untuk ksejahteraan bersama","menggunakn  sistem  demokrasi  bgtulah  jlnnya  pemerintah  upaya  mjd  ksejahteraan",3
"love","Intinya sih.. Kamu jadi siapapun, aku tetep sayang kamu. Kita udh 6 tahun bersama (?) meskipun harus ngitung dari awal lagi smpe akhirnya skrg udh 3 bulanan wkwk.","intinya sih kamu jadi siapapun aku tetap sayang kamu kita sudah tahun bersama tandatanya meskipun harus ngitung dari awal lagi sampai akhirnya sekarang sudah bulanan wkwk","inti  sayang  tahun  tandatanya  ngitung  wkwk",4
"sadness","bukan maksud membela diri,semua punya kesalahan. mungkin soal kerjaan,pertemanan dll. tp disaat pembelaan yg saya lakuin itu nyata adanya kenapa...... sudahlah!","bukan maksud membela diri semua punya kesalahan mungkin soal pekerjaan pertemanan dll tapi disaat pembelaan yang saya melakukan itu nyata adanya kenapa sudahlah tandaseru","bela  salah  teman  dll  bela  tandaseru",2
